tsr_master_id,first_seen_notice_date,last_seen_notice_date,weeks_seen,is_active,resolved_date,line_key,line_name,location_direction,affected_area,latest_location,latest_line_section,latest_distance_km,location_from_km,location_to_km,latest_stn_no,latest_max_speed,date_imposed_raw,date_imposed_normalised,latest_reason_raw,latest_reason_group,latest_date_cancelled_raw,latest_date_cancelled,master_fingerprint,row_quality,normalisation_notes
628,2020-12-19,2021-10-30,31,0,2021-10-30,FTM,Fremantle Line,Unknown,Railway Speed Imposed Restriction Cancelled Fremantle - Section,Railway Speed Imposed Restriction Cancelled Fremantle - Section,Railway Speed Imposed Restriction Cancelled Fremantle - Section,,,,,20km/h,,,Sept 2011 Pedestrian Indefinite Robbs Jetty Crossing Review,Level crossing / pedestrian crossing,,2021-10-30,c7b827b6264b03d558d708a8505c59a36b5170770baeb99aa618b05b9f2cb67a,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
629,2020-12-19,2021-08-14,26,0,2021-08-14,FTM,Fremantle Line,Unknown,Robbs Jetty Crossing Review Mundijong 40.874km to 40.747km,Robbs Jetty Crossing Review Mundijong,Robbs Jetty Crossing Review Mundijong,40.874km to 40.747km,40.747,40.874,,60km/h,13 Jan 20,2020-01-13,Signalling Issues,Signals / train control,Indefinite,2021-08-14,22ce5e3a52b6a8fa46bb89a45c319854022ff4d126a830997f3e8ce5ea5773ed,repaired,strategy=text_line; direction_not_inferred
630,2020-12-19,2021-08-14,26,0,2021-08-14,MTMUP,Midland Line,Up,to Byford Up Direction Bassendean 7.900km to 8.150km,to Byford Up Direction Bassendean,to Byford Up Direction Bassendean,7.900km to 8.150km,7.9,8.15,,80km/h,27 Mar 20,2020-03-27,Turnout defects &,Turnout / points,Indefinite,2021-08-14,d577ced075cd04e04e09ff6132af6be4092c12df7c31ea208b0b7047249f08c2,repaired,strategy=text_line
632,2020-12-19,2022-10-01,77,0,2022-10-01,JTMUP,Joondalup Line,Up,Up Main issues Joondalup JTMDN 25.960km to 25.848km,Up Main issues Joondalup JTMDN,Up Main issues Joondalup JTMDN,25.960km to 25.848km,25.848,25.96,,80km/h,21 April 20,2020-04-21,Turnout design,Turnout / points,Indefinite,2022-10-01,74f4bcda13b3bbc1484fb37db45fc477d100eaea9aaf4946f402a3f5b865881a,repaired,strategy=text_line
633,2020-12-19,2021-10-30,31,0,2021-10-30,JTMDN,Joondalup Line,Down,issues Joondalup 25.848km to 25.960km Down,issues Joondalup,issues Joondalup,25.848km to 25.960km Down,25.848,25.96,,80km/h,21 April 20,2020-04-21,Turnout design,Turnout / points,Indefinite,2021-10-30,337806213438948c66784a2e53f861a2c84cfd79ecf0f784350973331d379e2f,repaired,strategy=text_line
634,2020-12-19,2021-01-16,3,0,2021-01-16,ATMUP,Armadale Line,Up,Up Main issues Beckenham 12.725km to 12.955km,Up Main issues Beckenham,Up Main issues Beckenham,12.725km to 12.955km,12.725,12.955,,40km/h,25 Jun 2020,2020-06-25,Points Defect Feb 2021,Turnout / points,,2021-01-16,4825171c0f7a889489297e06c8d94665201b06dc6cf68c041a02f9330e5c3251,repaired,strategy=text_line
635,2020-12-19,2021-02-27,9,0,2021-02-27,TTM,Thornlie Line,Unknown,Thornlie Line North 18.800 to 18.920km,Thornlie Line North,Thornlie Line North,18.800 to 18.920km,18.8,18.92,,40km/h,6 July 2020,2020-07-06,Turnout defects,Turnout / points,26 Feb 21,2021-02-26,dc70ee6fc11fc05870c1f532c5c6236cca9e6ecc5c55a6cd98ea86f10d555467,repaired,strategy=text_line; direction_not_inferred
636,2020-12-19,2021-01-30,5,0,2021-01-30,FTMDN,Fremantle Line,Down,Fremantle Down Main Mount Lawley 0.900 to 1.300km,Fremantle Down Main Mount Lawley,Fremantle Down Main Mount Lawley,0.900 to 1.300km,0.9,1.3,,60km/h,27 July 2020,2020-07-27,Excessive Noise,Noise mitigation,Indefinite,2021-01-30,01bef78f7474a896ddc0dd4e4687004fc8ef1e052d4cde5ef7d471cde1ab52ae,repaired,strategy=text_line
637,2020-12-19,2021-02-27,9,0,2021-02-27,JTMDN,Joondalup Line,Down,Down Main Whitfords 19.150 to 20.150km,Down Main Whitfords,Down Main Whitfords,19.150 to 20.150km,19.15,20.15,,80km/h,,,01 Aug2020 Turnout defects Indefinite Down Main & turnout design,Turnout / points,,2021-02-27,9326b945ce2810537737e5119a48ec5724efe2cd21e21a1450b1c082f76c7414,repaired,strategy=text_line
638,2020-12-19,2022-02-19,19,0,2022-02-19,JTM,Joondalup Line,Unknown,Main issues Whitfords JTMDN 19.150 to 20.150km,Main issues Whitfords JTMDN,Main issues Whitfords JTMDN,19.150 to 20.150km,19.15,20.15,,80km/h,01 Aug 20,2020-08-01,Turnout defects &,Turnout / points,Indefinite,2022-02-19,3ad0b543c95ac6b8390a064e391a8c3e6751f61ffaa82b26d6ed61477eb47fb5,repaired,strategy=text_line; direction_not_inferred
639,2020-12-19,2021-01-16,3,0,2021-01-16,ATM,Armadale Line,Unknown,issues Armadale 18.100km to 18.250km,issues Armadale,issues Armadale,18.100km to 18.250km,18.1,18.25,,40km/h,8 Dec 2020,2020-12-08,Track Defect,Track condition,Indefinite,2021-01-16,c32337781c31c6affe1852697ff9499b4c58563904bc477080f89250d35aa9ff,repaired,strategy=text_line; direction_not_inferred
640,2020-12-19,2021-01-30,5,0,2021-01-30,ATMUP,Armadale Line,Up,Up Main Armadale 19.900km to 20.100km,Up Main Armadale,Up Main Armadale,19.900km to 20.100km,19.9,20.1,,40km/h,10 Dec 2020,2020-12-10,Track Defect,Track condition,29 Jan 21,2021-01-29,3cd9d358985bd0f7bf8309a36c00844c76db44858dc72bbc4e95e800f13793e6,repaired,strategy=text_line
654,2020-12-26,2021-01-16,2,0,2021-01-16,ATMDN,Armadale Line,Down,Down Main Armadale 24.030km to 24.930km,Down Main Armadale,Down Main Armadale,24.030km to 24.930km,24.03,24.93,,40km/h,15 Dec 2020,2020-12-15,Project Work TBC Up Main,Works / project,,2021-01-16,2c2ebeceb33890ae38d4addff30cc8b7757cd7967a3c404589335f7a77393d3c,repaired,strategy=text_line
655,2020-12-26,2021-01-16,2,0,2021-01-16,ATMUP,Armadale Line,Up,Up Main Armadale 24.030km to 24.930km,Up Main Armadale,Up Main Armadale,24.030km to 24.930km,24.03,24.93,,40km/h,15 Dec 2020,2020-12-15,Project Work TBC Down Main,Works / project,,2021-01-16,98d1923525b07f3e74cb17ce4ed4c7053d9b81ee864a48cdb734aeb014724441,repaired,strategy=text_line
677,2021-01-23,2021-02-27,6,0,2021-02-27,ATMUP,Armadale Line,Up,Up Main issues Beckenham 12.725km to 12.955km,Up Main issues Beckenham,Up Main issues Beckenham,12.725km to 12.955km,12.725,12.955,,40km/h,25 Jun 2020,2020-06-25,Points Defect,Turnout / points,05 Mar 21,2021-03-05,1225f7dd6b41c53005a4fbb00689f3f452bafe1d45c771fa97392fa95cf9b958,repaired,strategy=text_line
682,2021-01-23,2021-01-30,2,0,2021-01-30,ATM,Armadale Line,Unknown,issues Armadale 19.900km to 20.100km,issues Armadale,issues Armadale,19.900km to 20.100km,19.9,20.1,,40km/h,10 Dec 2020,2020-12-10,Track Defect,Track condition,29 Jan 21,2021-01-29,6da78b1c40115d670e736d47d12879ebf2fecab37f4d245cdee7959881eb9fee,repaired,strategy=text_line; direction_not_inferred
684,2021-01-23,2021-04-17,9,0,2021-04-17,UNCLASSIFIED,Unclassified,Up,Up Main design issues City 0.990km to 1.150km,Up Main design issues City,Up Main design issues City,0.990km to 1.150km,0.99,1.15,,20km/h,18 Dec 20,2020-12-18,Turnout defects,Turnout / points,10 April 21,2021-04-10,bb5ea70626af7fc6df91e8fee7922cacf83a9abd6c7e6e284b7c6c343bff7f40,repaired,strategy=text_line; line_not_inferred
685,2021-01-23,2021-04-17,9,0,2021-04-17,UNCLASSIFIED,Unclassified,Down,Down Main City 0.875km to 1.650km,Down Main City,Down Main City,0.875km to 1.650km,0.875,1.65,,20km/h,23 Dec 20,2020-12-23,Turnout defects,Turnout / points,16 April 21,2021-04-16,73c343403599a2e1ccc40b3abe3a9e12716b11be4dd13bdf76240bea01deaeac,repaired,strategy=text_line; line_not_inferred
686,2021-01-23,2021-01-30,2,0,2021-01-30,JTMUP,Joondalup Line,Up,Up Main Leederville 2.300km to 2.350km,Up Main Leederville,Up Main Leederville,2.300km to 2.350km,2.3,2.35,,40km/h,23 Dec 2020,2020-12-23,Track Geometry,Track geometry,29 Jan 21,2021-01-29,3590e13d91309d5b6e05b356254d39c24c0e2dcf048e5ffe0ee9aeecc025dbce,repaired,strategy=text_line
687,2021-01-23,2021-09-11,28,0,2021-09-11,UNCLASSIFIED,Unclassified,Unknown,Main design issues Claisebrook 0.850km to 0.950km,Main design issues Claisebrook,Main design issues Claisebrook,0.850km to 0.950km,0.85,0.95,,30km/h,31 Dec 20,2020-12-31,Track Geometry,Track geometry,13 Sep 21,2021-09-13,e30d2feb41719aa83c4b2d1908c1199edaa59115ffeae2d9908e94bcccbedd6d,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
713,2021-02-06,2021-04-17,7,0,2021-04-17,FTMDN,Fremantle Line,Down,Fremantle Down Main Mount 0.800 to 1.300km,Fremantle Down Main Mount,Fremantle Down Main Mount,0.800 to 1.300km,0.8,1.3,,60km/h,27 July 20,2020-07-27,Excessive Noise,Noise mitigation,Indefinite,2021-04-17,cfc7776d33d53eee978372d3b98df47f082ea94c436bd3e879019ba2f8f70ead,repaired,strategy=text_line
764,2021-04-06,2022-10-01,44,0,2022-10-01,MTMDN,Midland Line,Down,Down Main design issues Bassendean MTMUP 8.200km to 8.100km,Down Main design issues Bassendean MTMUP,Down Main design issues Bassendean MTMUP,8.200km to 8.100km,8.1,8.2,,80km/h,05 April 20,2020-04-05,Turnout design,Turnout / points,Indefinite,2022-10-01,0a81460b6fcba3ebf9b0d3b56fc8bdc4e7f04ccb2a5309c485a9ad587b847b15,repaired,strategy=text_line
774,2021-04-06,2021-08-14,15,0,2021-08-14,FTMUP,Fremantle Line,Up,Fremantle Up Main Karrakatta 9.580km Fremantle Up,Fremantle Up Main Karrakatta,Fremantle Up Main Karrakatta,9.580km Fremantle Up,9.58,9.58,,75km/h,15 Feb 21,2021-02-15,Track Project,Track condition,TBC,2021-08-14,d0d45e95e3c8955a6196e0e523e12be8e43f9333d3a844ed25c273b913306c5c,repaired,strategy=text_line
775,2021-04-06,2021-05-08,6,0,2021-05-08,FTM,Fremantle Line,Unknown,Main Works Claremont 10.890km to 12.503km,Main Works Claremont,Main Works Claremont,10.890km to 12.503km,10.89,12.503,,40km/h,15 Feb 21,2021-02-15,Track Project,Track condition,TBC,2021-05-08,1f8a05e18eb7e163b6fe35e7e0123c29bf99f612089556d3eeb4cc014c11f864,repaired,strategy=text_line; direction_not_inferred
776,2021-04-06,2021-05-08,6,0,2021-05-08,FTMUP,Fremantle Line,Up,Fremantle Up Main Works Claremont 10.890km to 12.503km,Fremantle Up Main Works Claremont,Fremantle Up Main Works Claremont,10.890km to 12.503km,10.89,12.503,,40km/h,15 Feb 21,2021-02-15,Track Project,Track condition,TBC,2021-05-08,6833e3df89d2b553d42c409f6b1610bf38f5238200a5b6b8e8faabf8f6e05144,repaired,strategy=text_line
777,2021-04-06,2021-05-01,5,0,2021-05-01,FTMDN,Fremantle Line,Down,Fremantle Down Main Works Denny Ave 24.700km to 25.140km,Fremantle Down Main Works Denny Ave,Fremantle Down Main Works Denny Ave,24.700km to 25.140km,24.7,25.14,,40km/h,23 Feb 21,2021-02-23,Track Project,Track condition,TBC,2021-05-01,371ef04b7cb4026c4aaa65459ae54f50eb1bd493c5bb59bf97ea031141fcc5f8,repaired,strategy=text_line
778,2021-04-06,2021-05-01,5,0,2021-05-01,ATMUP,Armadale Line,Up,Armadale Up Main Works Denny Ave 24.700km to 25.140km,Armadale Up Main Works Denny Ave,Armadale Up Main Works Denny Ave,24.700km to 25.140km,24.7,25.14,,40km/h,23 Feb 21,2021-02-23,Track Project,Track condition,TBC,2021-05-01,5f96b79a996491232afca660621ae43bb508fab0546d479e768b785178cedfa3,repaired,strategy=text_line
821,2021-04-24,2021-07-17,12,0,2021-07-17,UNCLASSIFIED,Unclassified,Up,Up Main issues Mount 0.800 to 1.300km,Up Main issues Mount,Up Main issues Mount,0.800 to 1.300km,0.8,1.3,,60km/h,27 July 20,2020-07-27,Excessive Noise,Noise mitigation,Indefinite,2021-07-17,4249e7a8533139a9030f53810941c64503f85f7e72cec46deb7ec0a872db9f5d,repaired,strategy=text_line; line_not_inferred
854,2021-05-08,2021-05-08,1,0,2021-05-08,UNCLASSIFIED,Unclassified,Up,Up Main design issues Claisebrook 0.850km to 0.950km,Up Main design issues Claisebrook,Up Main design issues Claisebrook,0.850km to 0.950km,0.85,0.95,,20km/h,18 Dec 20,2020-12-18,Track Geometry,Track geometry,28 May 21,2021-05-28,6821d4e2774204a2872bbf095a6f0f71c40aa4c2cfbd9f343172d48d71e35168,repaired,strategy=text_line; line_not_inferred
855,2021-05-08,2021-05-08,1,0,2021-05-08,FTMUP,Fremantle Line,Up,Fremantle Up Main Claisebrook 0.875km to 1.650km,Fremantle Up Main Claisebrook,Fremantle Up Main Claisebrook,0.875km to 1.650km,0.875,1.65,,20km/h,23 Dec 20,2020-12-23,Track Geometry,Track geometry,28 May 21,2021-05-28,3084ce98a907a4e33f92252e08a8e7038eb2edb58abae16b6a9ec56c7aa6a2f9,repaired,strategy=text_line
856,2021-05-08,2021-05-08,1,0,2021-05-08,FTMDN,Fremantle Line,Down,Armadale Down Main Karrakatta 9.580km Fremantle Up,Armadale Down Main Karrakatta,Armadale Down Main Karrakatta,9.580km Fremantle Up,9.58,9.58,,75km/h,15 Feb 21,2021-02-15,Track Project,Track condition,TBC,2021-05-08,f0f5c988c9815eb669f41c500af7e5a4b7ea0757a0abfc659b0607fbb31f35db,repaired,strategy=text_line
859,2021-05-08,2021-05-08,1,0,2021-05-08,FTMDN,Fremantle Line,Down,Fremantle Down Main Works Denny Ave 24.560km to 25.140km,Fremantle Down Main Works Denny Ave,Fremantle Down Main Works Denny Ave,24.560km to 25.140km,24.56,25.14,,40km/h,23 Feb 21,2021-02-23,Track Project,Track condition,TBC,2021-05-08,e2d7325792138034157233824de2860647ba4173c8c4a4d0d47052854a9f022d,repaired,strategy=text_line
860,2021-05-08,2021-05-08,1,0,2021-05-08,ATMUP,Armadale Line,Up,Armadale Up Main Works Denny Ave 24.560km to 25.540km,Armadale Up Main Works Denny Ave,Armadale Up Main Works Denny Ave,24.560km to 25.540km,24.56,25.54,,40km/h,23 Feb 21,2021-02-23,Track Project,Track condition,TBC,2021-05-08,39752342406ff75fdf1e837f246c5df3d5fc619d6ce8d771e7e4e6693c969889,repaired,strategy=text_line
870,2021-05-15,2021-07-03,7,0,2021-07-03,UNCLASSIFIED,Unclassified,Up,Up Main design issues Claisebrook 0.990km to 1.150km,Up Main design issues Claisebrook,Up Main design issues Claisebrook,0.990km to 1.150km,0.99,1.15,,20km/h,18 Dec 20,2020-12-18,Track Geometry,Track geometry,02 Jul 21,2021-07-02,a0eb132ec6484017b3bf8bb0f2061156830b18306f7b9bfe74690dc41c164cce,repaired,strategy=text_line; line_not_inferred
871,2021-05-15,2021-07-03,7,0,2021-07-03,UNCLASSIFIED,Unclassified,Down,City Down Main Claisebrook 0.875km to 1.650km,City Down Main Claisebrook,City Down Main Claisebrook,0.875km to 1.650km,0.875,1.65,,20km/h,23 Dec 20,2020-12-23,Track Geometry,Track geometry,02 Jul 21,2021-07-02,eed4bdcc5f4694347203d104ea7def6cff0dae08465359086ba6ff625e907850,repaired,strategy=text_line; line_not_inferred
874,2021-05-15,2021-07-03,7,0,2021-07-03,UNCLASSIFIED,Unclassified,Unknown,Main Works Denny Ave 24.560km to 25.140km,Main Works Denny Ave,Main Works Denny Ave,24.560km to 25.140km,24.56,25.14,,40km/h,15 Apr 21,2021-04-15,Track Project,Track condition,30 June 21,2021-06-30,4d3683abf629146200164bca9091e40c4a6382da6e2212748c1abb98ec2b5c6e,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
875,2021-05-15,2021-07-03,7,0,2021-07-03,ATMUP,Armadale Line,Up,Armadale Up Main Works Denny Ave 24.560km to 25.540km,Armadale Up Main Works Denny Ave,Armadale Up Main Works Denny Ave,24.560km to 25.540km,24.56,25.54,,40km/h,15 Apr 21,2021-04-15,Track Project,Track condition,30 June 21,2021-06-30,8c7ed41e69ce15b3169228e59d9d47be6d7fe2bc7ebd9a23886d2932d6250daa,repaired,strategy=text_line
876,2021-05-15,2021-07-03,7,0,2021-07-03,ATMDN,Armadale Line,Down,Armadale Down Main Works Abernethy 36.734km to 36.834km,Armadale Down Main Works Abernethy,Armadale Down Main Works Abernethy,36.734km to 36.834km,36.734,36.834,,60km/h,27 Apr 21,2021-04-27,Track Project,Track condition,TBC,2021-07-03,6104282bca01e8ee7415fe23ddd51655643df89bb20ee86505cd5ea552a5ecd7,repaired,strategy=text_line
984,2021-07-10,2022-04-16,20,0,2022-04-16,UNCLASSIFIED,Unclassified,Up,Up Main Abernethy ATMBI 36.734km to 36.834km,Up Main Abernethy ATMBI,Up Main Abernethy ATMBI,36.734km to 36.834km,36.734,36.834,,60km/h,27 Apr 21,2021-04-27,Track Project,Track condition,08 April,2022-04-08,d70c88ada3a115969b360d3f5e47b51fb8fbaa0394da72c71d4ebbc595279398,repaired,strategy=text_line; line_not_inferred
985,2021-07-10,2021-07-17,2,0,2021-07-17,ATMBI,Armadale Line,Bidirectional,Rd Armadale Bi-di Line Works Sherwood 26.700km to 26.800km,Rd Armadale Bi-di Line Works Sherwood,Rd Armadale Bi-di Line Works Sherwood,26.700km to 26.800km,26.7,26.8,,60km/h,17 Jun 21,2021-06-17,Rail Internal,Rail internal defect,09 Jul 21,2021-07-09,64e71be874233e04ac413a199ee3201f95f0b2b9ff7755aac1aa2579c067bfa6,repaired,strategy=text_line
986,2021-07-10,2021-07-17,2,0,2021-07-17,ATMDN,Armadale Line,Down,Armadale Down Main Defect Cockburn 21.270km to 21.170km,Armadale Down Main Defect Cockburn,Armadale Down Main Defect Cockburn,21.270km to 21.170km,21.17,21.27,,40km/h,20 Jun 21,2021-06-20,Rail Internal,Rail internal defect,TBC,2021-07-17,6846becc44696f234d7dc2af8d1ea2abe328c01df501c5a08d3828a4da9f40a9,repaired,strategy=text_line
987,2021-07-10,2021-08-14,3,0,2021-08-14,RTMUP,Mandurah Line,Up,Mandurah Up Main Defect Thornlie 2.350km to 2.500km,Mandurah Up Main Defect Thornlie,Mandurah Up Main Defect Thornlie,2.350km to 2.500km,2.35,2.5,,20km/h,02 Jul 21,2021-07-02,Rail Surface,Rail surface defect,09 Aug 21,2021-08-09,491bca6dc24146df28f7808ec4161316b85e1a3d3a82235e54f3220a76be0b8f,repaired,strategy=text_line
1003,2021-07-24,2021-09-11,7,0,2021-09-11,FTM,Fremantle Line,Unknown,Railway (km) Speed Imposed Restriction Cancelled Fremantle - Section,Railway (km) Speed Imposed Restriction Cancelled Fremantle - Section,Railway (km) Speed Imposed Restriction Cancelled Fremantle - Section,,,,,20km/h,,,Sept 2011 Pedestrian Crossing Indefinite Robbs Jetty Review,Level crossing / pedestrian crossing,,2021-09-11,dd3f760e52843c0d93383b9be47dbafa4e3737db1e92116b97b091cd47160ded,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
1006,2021-07-24,2021-07-24,1,0,2021-07-24,MTMDN,Midland Line,Down,Down Main design issues Bassendean 8.200km to 8.100km,Down Main design issues Bassendean,Down Main design issues Bassendean,8.200km to 8.100km,8.1,8.2,,80km/h,05 April 20,2020-04-05,Turnout design issues,Turnout / points,Indefinite,2021-07-24,22108a8d6d456e00967a599a70ea280934b35d80b4e3ab9e17962cc8197aee79,repaired,strategy=text_line
1008,2021-07-24,2021-09-11,7,0,2021-09-11,JTMDN,Joondalup Line,Down,Down Main Joondalup 25.960km to 25.848km Up,Down Main Joondalup,Down Main Joondalup,25.960km to 25.848km Up,25.848,25.96,,80km/h,21 April 20,2020-04-21,Turnout design issues,Turnout / points,Indefinite,2021-09-11,c40a733309fb197e5961ecaebe73a49851f823d9fc4713f7d0897ba413338848,repaired,strategy=text_line
1009,2021-07-24,2021-10-30,11,0,2021-10-30,UNCLASSIFIED,Unclassified,Down,issues Mount 0.620 to 1.300km Down Main,issues Mount,issues Mount,0.620 to 1.300km Down Main,0.62,1.3,,60km/h,27 July 20,2020-07-27,Excessive Noise &,Noise mitigation,Indefinite,2021-10-30,c457f7d634d2ea6d0f79ef602ce9696e0098aee9696b51fcf7908ba67e2529d7,repaired,strategy=text_line; line_not_inferred
1011,2021-07-24,2021-08-14,2,0,2021-08-14,JTMDN,Joondalup Line,Down,Down Main design issues Whitfords 20.150km to 19.150km,Down Main design issues Whitfords,Down Main design issues Whitfords,20.150km to 19.150km,19.15,20.15,,40km/h,25 Jun 21,2021-06-25,Turnout defects &,Turnout / points,Indefinite,2021-08-14,edfd467758a4bbb1ba2cb0fd9a00485a156769b86dbdee4825276a68795e7ae3,repaired,strategy=text_line
1013,2021-07-24,2021-09-04,6,0,2021-09-04,FTMUP,Fremantle Line,Up,Fremantle Up Main Karrakatta 9.580km Fremantle Up,Fremantle Up Main Karrakatta,Fremantle Up Main Karrakatta,9.580km Fremantle Up,9.58,9.58,,75km/h,15 Feb 21,2021-02-15,Track Project Works,Track condition,TBC,2021-09-04,cd0cba7440b1261347382845b5f238c835312ba04a5a1ddfc8a82fe841c5ddaa,repaired,strategy=text_line
1014,2021-07-24,2022-04-09,13,0,2022-04-09,UNCLASSIFIED,Unclassified,Up,Up Main Abernethy ATMBI 36.734km to 36.834km,Up Main Abernethy ATMBI,Up Main Abernethy ATMBI,36.734km to 36.834km,36.734,36.834,,60km/h,27 Apr 21,2021-04-27,Track Project Works,Track condition,TBC,2022-04-09,d2ce254497099aac52506eba59608cfd95f6229eba95115cb7f82acc4852e440,repaired,strategy=text_line; line_not_inferred
1015,2021-07-24,2021-08-21,4,0,2021-08-21,ATMBI,Armadale Line,Bidirectional,Armadale Bi-di Line Cockburn 21.270km to 21.170km,Armadale Bi-di Line Cockburn,Armadale Bi-di Line Cockburn,21.270km to 21.170km,21.17,21.27,,40km/h,20 Jun 21,2021-06-20,Rail Internal Defect,Rail internal defect,29 Aug 21,2021-08-29,6c8908dcb15298c04a645c9a7fe5586eb0ab2bfe44038429f240db0461676e0c,repaired,strategy=text_line
1016,2021-07-24,2021-08-21,4,0,2021-08-21,RTMUP,Mandurah Line,Up,Mandurah Up Main Thornlie 2.350km to 2.500km,Mandurah Up Main Thornlie,Mandurah Up Main Thornlie,2.350km to 2.500km,2.35,2.5,,20km/h,02 Jul 21,2021-07-02,Rail Surface Defect,Rail surface defect,05 Sep 21,2021-09-05,1cbbd4add31885bb728d14b2c299347080032ea6a4219cd7b163cd04542655da,repaired,strategy=text_line
1017,2021-07-24,2021-09-04,6,0,2021-09-04,RTMBI,Mandurah Line,Bidirectional,Thornlie Bi-directional Cockburn 21.142km to 21.242km,Thornlie Bi-directional Cockburn,Thornlie Bi-directional Cockburn,21.142km to 21.242km,21.142,21.242,,80km/h,14 Jul 21,2021-07-14,Rail Internal Defect,Rail internal defect,30 Sep 21,2021-09-30,f8dc86ae3ce00ed7469cf7b66a895938ab0574605dcdb9f3c7b8529654a6a57e,repaired,strategy=text_line
1018,2021-07-24,2021-08-21,4,0,2021-08-21,RTMUP,Mandurah Line,Up,Mandurah Up Main Welshpool 8.400km to 8.200km,Mandurah Up Main Welshpool,Mandurah Up Main Welshpool,8.400km to 8.200km,8.2,8.4,,30km/h,14 Jul 21,2021-07-14,Rail Internal Defect,Rail internal defect,30 Aug 21,2021-08-30,4876d1021b58c4c38a9fcbd042b6c230ac09b61e6f2ee3c008c97046c2fc76f5,repaired,strategy=text_line
1019,2021-07-24,2021-09-04,7,0,2021-09-04,ATMUP,Armadale Line,Up,Armadale Line Up Main Claisebrook 0.735km to 0.275km,Armadale Line Up Main Claisebrook,Armadale Line Up Main Claisebrook,0.735km to 0.275km,0.275,0.735,,40km/h,15 Jul 21,2021-07-15,Rail Internal &,Rail internal defect,31 Aug 21,2021-08-31,45fdb0c856305c7e13783efeff14f6a5412e00aa635fd048bb94392d5e5d0fca,repaired,strategy=text_line
1020,2021-07-24,2021-08-21,4,0,2021-08-21,MTMUP,Midland Line,Up,Armadale Line Up Main Geometry Defects Midland 13.389km to 13.489km,Armadale Line Up Main Geometry Defects Midland,Armadale Line Up Main Geometry Defects Midland,13.389km to 13.489km,13.389,13.489,,30km/h,14 Jul 21,2021-07-14,Rail Internal Defect,Rail internal defect,16 Aug 21,2021-08-16,d329305ae7393eb315f5c3202fed4b4520074b19d241502585490bc0a73c7d11,repaired,strategy=text_line
1021,2021-07-24,2021-07-24,1,0,2021-07-24,ATM,Armadale Line,Unknown,Main Armadale 29.597km to 41.430km,Main Armadale,Main Armadale,29.597km to 41.430km,29.597,41.43,,30km/h,14 Jul 21,2021-07-14,Rail Internal Defects,Rail internal defect,04 Aug 21,2021-08-04,650d9d42ca0c8f4e9c7db68448d79416ff2eb54761fac6dc658f97685900122c,repaired,strategy=text_line; direction_not_inferred
1022,2021-07-24,2021-11-27,4,0,2021-11-27,MTM,Midland Line,Unknown,Mundijong Directional Railhead Guildford MTMDN 10.250km to 10.350km,Mundijong Directional Railhead Guildford MTMDN,Mundijong Directional Railhead Guildford MTMDN,10.250km to 10.350km,10.25,10.35,,40km/h,15 Jul 21,2021-07-15,Geometry Defects,Track geometry,10 Nov 21,2021-11-10,c41f95d0bd1dbf9049084590e56d85a1291c9c43befad3a9bf8c56b2ee940322,repaired,strategy=text_line; direction_not_inferred
1024,2021-07-31,2021-10-30,12,0,2021-10-30,FTMUP,Fremantle Line,Up,Robbs Jetty Crossing Review Mundijong to 40.874km to 40.747km Up,Robbs Jetty Crossing Review Mundijong to,Robbs Jetty Crossing Review Mundijong to,40.874km to 40.747km Up,40.747,40.874,,60km/h,13 Jan 20,2020-01-13,Signalling Issues,Signals / train control,Indefinite,2021-10-30,dcd656d44fee72f199c7a8961966825bbb4bc3500d73c25f480145d260aef226,repaired,strategy=text_line
1025,2021-07-31,2021-10-30,12,0,2021-10-30,MTMDN,Midland Line,Down,Byford Direction Bassendean 7.900km to 8.150km Down Main,Byford Direction Bassendean,Byford Direction Bassendean,7.900km to 8.150km Down Main,7.9,8.15,,80km/h,27 Mar 20,2020-03-27,Turnout defects &,Turnout / points,Indefinite,2021-10-30,4fdb8384a5862ec6adbb3fc8e5edcbf47f1e181d34ac4a71b0880e61c99c0813,repaired,strategy=text_line
1029,2021-07-31,2021-08-21,3,0,2021-08-21,UNCLASSIFIED,Unclassified,Down,Main Mount 0.620 to 1.300km Down,Main Mount,Main Mount,0.620 to 1.300km Down,0.62,1.3,,60km/h,27 July 20,2020-07-27,Excessive Noise & Rail,Noise mitigation,Indefinite,2021-08-21,ec53cb7b249648ef2b2fbc676505b3be4c4db8db072c9efccfe919eb450f8843,repaired,strategy=text_line; line_not_inferred
